"","verbatim_name","global_moran","p_value","tp","dataset","neighbor_method","mean_area","mean_area_cropped"
"78","Serinus serinus",-0.00791485133379194,0.631512039182396,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"79","Sitta europaea",-0.0084366865717348,0.639172457008359,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"80","Streptopelia decaocto",0.0826079128719892,1.63692142662539e-05,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"81","Streptopelia turtur",0.159315443011095,3.63921791295453e-15,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"82","Strix aluco",0.0906353091353091,5.10168763562422e-06,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"83","Sturnus vulgaris",-0.00443047619047619,0.565556126225309,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"84","Sylvia atricapilla",-0.00167653983443457,0.662944922147012,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"85","Sylvia borin",0.119564266449083,3.07667227278617e-09,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"86","Sylvia communis",0.0972564758802544,5.40989881163737e-07,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"87","Sylvia curruca",0.0329062306740878,0.0433681379658808,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"88","Tachybaptus ruficollis",0.259671562219055,6.57872842028866e-36,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"89","Troglodytes troglodytes",0.0377375182706362,0.0236839937173426,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"90","Turdus merula",NA,NA,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"91","Turdus philomelos",-0.00289061311425529,0.534702518146966,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"92","Turdus pilaris",0.0972557471264368,1.0238216019445e-06,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"93","Turdus viscivorus",0.226992061324211,4.66571509901115e-28,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"94","Vanellus vanellus",0.168886167118849,1.57781023390207e-16,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"95","Actitis hypoleucos",0.143432651921024,2.40990164351263e-12,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"96","Aegolius funereus",0.325360972843636,3.73557502608832e-55,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"97","Anas querquedula",0.144231198765773,1.79591062253933e-12,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"98","Athene noctua",0.0912727525589675,4.77826757049606e-06,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"99","Bubo bubo",0.279665550373687,2.86526909468349e-41,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"100","Caprimulgus europaeus",0.0918154358195052,4.16550071930774e-06,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"101","Columba oenas",0.174127995147103,2.81840416690101e-17,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"102","Coturnix coturnix",0.20206083763735,1.38284512227398e-22,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"103","Dendrocopos minor",0.111176255049481,3.77954559375172e-08,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"104","Dryocopus martius",0.10751947341693,8.18213956724371e-08,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"105","Glaucidium passerinum",0.41430887755797,5.368453871301e-88,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"106","Locustella naevia",0.130719802286067,1.3515874524803e-10,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"107","Nucifraga caryocatactes",0.397015743574288,9.85312994879278e-81,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"108","Phoenicurus phoenicurus",0.100377432666329,5.15125125087373e-07,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"109","Regulus ignicapillus",0.259735489940657,6.7258099371054e-36,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"110","Scolopax rusticola",0.145308226598966,1.2829419508059e-12,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"111","Sylvia nisoria",0.261673478324332,1.94217224105527e-36,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"112","Tyto alba",0.087578791545017,1.07451596467959e-05,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"113","Acrocephalus arundinaceus",0.182975010517027,7.09747527077662e-19,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"114","Oenanthe oenanthe",0.0985100224503336,9.11513283935986e-07,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"115","Perdix perdix",0.25181175165484,4.74368222818984e-34,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"116","Pernis apivorus",0.139010790451468,1.04602271595665e-11,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"117","Circus pygargus",0.0871970004197705,9.88750978336027e-06,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"118","Lanius excubitor",0.309704184704185,4.04836313456117e-50,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"119","Oriolus oriolus",0.299098172958985,6.6720942335475e-47,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"120","Remiz pendulinus",0.268246745534881,3.91989642213078e-38,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"121","Carduelis flammea",0.428186090225564,1.60347945767571e-93,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"122","Crex crex",0.104264018691589,2.25269855295417e-07,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"123","Loxia curvirostra",0.238084283596765,1.60489113053999e-30,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"124","Lullula arborea",0.133938896731948,5.10420974543198e-11,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"125","Riparia riparia",0.343161286137917,5.92800736482121e-61,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"126","Picus canus",0.101149643969737,4.84578505031053e-07,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"127","Acrocephalus schoenobaenus",0.243186306272949,9.79139420519445e-32,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"128","Anas crecca",0.205273840206186,3.15133266141689e-23,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"129","Anas strepera",0.298021158428135,1.39882657096754e-46,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"130","Ixobrychus minutus",0.120494419180342,2.43013442041566e-09,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"131","Jynx torquilla",0.20783536444353,9.15183894238565e-24,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"132","Locustella fluviatilis",0.239018042922537,9.03062304649295e-31,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"133","Podiceps nigricollis",0.225840394770629,1.11240654030674e-27,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"134","Rallus aquaticus",0.200733646587918,2.57972458300273e-22,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"135","Chlidonias niger",0.1230871886121,1.16865904392023e-09,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"136","Galerida cristata",0.159681625163648,7.67531282859264e-15,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"137","Tetrao tetrix",0.430378079344703,5.44983793198323e-95,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"138","Carpodacus erythrinus",0.383989723899699,4.43996284454668e-76,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"139","Tetrao urogallus",0.388292199701268,8.31769838425105e-79,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"140","Turdus torquatus",0.517121778767462,2.04595961892665e-136,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"141","Luscinia megarhynchos",0.384639704127893,5.99288271120618e-76,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"142","Motacilla flava",0.153570929228065,6.98400548979973e-14,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"143","Podiceps grisegena",0.0530363820432072,0.00389585747600474,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"144","Haliaeetus albicilla",0.242262535128618,3.3189938536654e-33,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"145","Anas clypeata",0.251531922515819,6.7733460153909e-34,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"146","Aythya nyroca",0.056059718969555,0.00240128351317689,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"147","Circus cyaneus",0.233583512551308,1.73069026728996e-29,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"148","Grus grus",0.132691127980983,2.70445499577638e-12,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"149","Turdus iliacus",0.156474692526017,8.25199502715547e-15,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"150","Falco subbuteo",0.127202498672968,4.15557906105878e-10,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"151","Phylloscopus trochiloides",0.057642089093702,0.00130575324118486,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"152","Anthus spinoletta",0.346135522612954,2.99783298920852e-66,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"153","Luscinia svecica",0.220392464270889,6.71569269518815e-27,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"154","Prunella collaris",0.127594970572499,3.31239928344698e-12,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"155","Saxicola torquata",0.395814036337727,2.66008352455836e-80,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"156","Aquila pomarina",0.169519876354451,1.57724486362393e-17,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"157","Charadrius morinellus",-0.00255781226228511,0.525803874391412,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"158","Falco peregrinus",0.175683275517713,3.71751023167877e-18,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"159","Dendrocopos medius",0.222597675524642,5.67482884648096e-27,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"160","Botaurus stellaris",0.098795116432947,7.00608149938997e-07,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"161","Locustella luscinioides",0.251961615018578,4.3141578869722e-34,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"162","Milvus milvus",0.329061809691581,1.66815943630223e-56,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"163","Emberiza hortulana",0.0640418035030104,0.00080771265429407,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"164","Milvus migrans",0.202628440953649,7.65475038434584e-23,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"165","Panurus biarmicus",0.121985608421221,1.19833947401134e-09,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"166","Upupa epops",0.161583284565112,3.15187149056973e-15,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"167","Anthus campestris",0.190417841478697,3.8314272188282e-21,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"168","Phalacrocorax carbo",0.234675890558243,2.0912545272336e-30,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"169","Anser anser",0.342406096059113,1.20441223844805e-61,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"170","Corvus frugilegus",0.330389371218101,4.66691619940945e-57,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"171","Porzana porzana",0.142313830553395,2.5880704222509e-12,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"172","Tringa ochropus",0.196613824101069,7.01091093932527e-22,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"173","Tringa totanus",0.320153995850938,7.87511924007691e-54,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"174","Merops apiaster",0.0766879390192559,5.63437362415307e-05,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"175","Mergus merganser",-0.00994105037513398,0.668065962234209,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"176","Anas acuta",0.0850304361226691,7.11458218930761e-06,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"177","Sterna hirundo",0.317267321488757,6.16203119798743e-53,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"178","Limosa limosa",0.312662522979304,6.84448568228935e-52,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"179","Nycticorax nycticorax",0.341860480395249,9.63841215965425e-63,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"180","Ardea purpurea",0.243694714131607,5.1224460302011e-35,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"181","Larus melanocephalus",0.0606627747252747,0.000316527519264091,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"182","Bonasa bonasia",0.518228291316527,4.24808339755955e-137,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"183","Numenius arquata",0.138275952885273,4.78622136715102e-12,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"184","Bucephala clangula",0.460690711928336,2.52130464584818e-112,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"185","Asio flammeus",-0.00815180004586104,0.636249933574903,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"186","Porzana parva",0.0817799539170507,1.13428322787395e-05,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"187","Dendrocopos leucotos",0.415633635811301,3.23568512235847e-90,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"188","Falco cherrug",0.39967747699455,5.22872627469295e-88,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"189","Recurvirostra avosetta",-0.00337174806024646,0.547535636837059,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"190","Lanius senator",0.0246280960049076,0.0890995722890952,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"191","Picoides tridactylus",0.451807166220636,4.65173070746606e-106,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"192","Himantopus himantopus",-0.00581501831501832,0.59158473923949,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"193","Dendrocopos syriacus",0.329487977008985,8.53812367267479e-58,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"194","Netta rufina",0.280972702755842,6.0285468287688e-43,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"195","Larus canus",0.191429727230698,1.99542061623347e-22,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"196","Falco vespertinus",-0.00497714285714286,0.578045260999677,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"197","Larus cachinnans",0.304666360926393,7.35244884391362e-60,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"198","Luscinia luscinia",0.0266461818221653,0.0735387966274237,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"199","Strix uralensis",0.159970238095238,3.73764569640462e-19,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"200","Platalea leucorodia",-0.00507238095238095,0.580213430747285,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"201","Burhinus oedicnemus",-0.00338125665601704,0.547788800754589,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"202","Otus scops",-0.00322341396622547,0.543583841559014,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"203","Otis tarda",0.12157120036513,6.20778046750394e-17,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"204","Egretta garzetta",-0.00161008582061214,0.531179488720532,1,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"205","Accipiter gentilis",0.0629815093136585,0.00098852668123927,2,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"206","Accipiter nisus",0.0726354953932526,0.000164734752670932,2,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"207","Acrocephalus arundinaceus",0.232235781428411,3.88786174139935e-29,2,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
"208","Acrocephalus palustris",0.125741980820106,4.91501411523182e-10,2,"Birds_Atlas_Czechia","contiguity",133.610682368764,124.633850425396
